Date,Hour,Period,Temperature_°C,Humidity_%,CO₂_ppm,Soil_Moisture_%,Light_lux,Crop_ID
2025-01-03,8,Day,24.0,63.7,1038.7,68.0,16205.0,T001
2025-01-03,9,Day,23.2,67.8,1084.5,62.5,11189.0,T001
2025-01-03,10,Day,24.5,69.3,1053.5,68.7,17582.0,T001
2025-01-03,11,Day,24.1,66.6,1089.8,60.9,14350.0,T001
2025-01-03,12,Day,23.8,65.3,1149.8,69.9,17080.0,T001
2025-01-03,13,Day,24.7,63.3,1091.7,69.8,13225.0,T001
2025-01-03,14,Day,25.8,61.9,1138.6,76.0,17784.0,T001
2025-01-03,15,Day,22.9,63.5,1167.7,64.7,10267.0,T001
2025-01-03,16,Day,22.4,64.9,1179.3,71.0,14302.0,T001
2025-01-03,17,Day,22.3,61.6,1149.0,66.3,12488.0,T001
2025-01-03,18,Night,18.5,72.3,955.9,65.0,209.0,T001
2025-01-03,19,Night,17.9,68.0,806.4,78.6,18.0,T001
2025-01-03,20,Night,19.1,68.7,808.9,78.5,490.0,T001
2025-01-03,21,Night,16.8,70.1,868.7,74.6,320.0,T001
2025-01-03,22,Night,18.2,72.5,973.3,76.0,54.0,T001
2025-01-03,23,Night,17.1,69.7,863.1,63.9,148.0,T001
2025-01-04,0,Night,16.8,69.3,956.9,69.1,155.0,T001
2025-01-04,1,Night,17.6,66.8,933.1,73.3,179.0,T001
2025-01-04,2,Night,16.7,69.4,812.6,72.7,177.0,T001
2025-01-04,3,Night,18.8,69.5,825.4,66.2,276.0,T001
2025-01-04,4,Night,19.8,70.6,901.6,75.9,143.0,T001
2025-01-04,5,Night,19.1,65.2,898.2,62.7,471.0,T001
2025-01-04,6,Day,22.5,63.6,1004.5,68.4,19521.0,T001
2025-01-04,7,Day,22.2,70.0,1155.6,70.6,14860.0,T001
2025-01-04,8,Day,25.8,61.8,1179.0,69.6,15135.0,T001
2025-01-04,9,Day,23.5,64.4,1076.4,78.3,12951.0,T001
2025-01-04,10,Day,24.8,69.6,1151.3,77.7,15289.0,T001
2025-01-04,11,Day,23.7,67.9,1152.6,77.8,19056.0,T001
2025-01-04,12,Day,25.2,67.6,1166.6,70.5,18754.0,T001
2025-01-04,13,Day,26.0,62.6,1060.1,73.4,13683.0,T001
2025-01-04,14,Day,23.1,68.2,1141.0,63.9,18598.0,T001
2025-01-04,15,Day,25.0,63.6,1060.2,76.3,19523.0,T001
2025-01-04,16,Day,25.7,67.7,1057.2,71.8,16279.0,T001
2025-01-04,17,Day,25.3,69.6,1045.3,77.6,11358.0,T001
2025-01-04,18,Night,16.8,69.6,853.6,75.6,61.0,T001
2025-01-04,19,Night,17.5,67.7,958.0,69.2,175.0,T001
2025-01-04,20,Night,18.9,73.5,927.8,72.2,188.0,T001
2025-01-04,21,Night,18.2,69.0,851.7,71.1,186.0,T001
2025-01-04,22,Night,19.9,66.1,972.3,60.4,274.0,T001
2025-01-04,23,Night,19.9,71.4,942.4,69.8,269.0,T001
2025-01-05,0,Night,18.8,71.9,972.4,72.4,479.0,T001
2025-01-05,1,Night,19.7,74.5,928.3,65.5,164.0,T001
2025-01-05,2,Night,17.6,65.8,822.3,65.9,435.0,T001
2025-01-05,3,Night,18.9,68.9,839.7,62.7,130.0,T001
2025-01-05,4,Night,18.2,74.6,950.0,61.6,220.0,T001
2025-01-05,5,Night,17.8,67.6,974.2,61.8,206.0,T001
2025-01-05,6,Day,22.1,63.9,1138.6,61.8,17317.0,T001
2025-01-05,7,Day,25.1,61.4,1152.2,73.2,12762.0,T001
2025-01-05,8,Day,24.1,69.4,1029.7,60.7,14040.0,T001
2025-01-05,9,Day,24.5,62.3,1004.4,71.4,19833.0,T001
2025-01-05,10,Day,22.5,64.1,1003.9,62.4,16010.0,T001
2025-01-05,11,Day,25.2,61.1,1079.7,62.9,11472.0,T001
2025-01-05,12,Day,22.3,65.6,1058.3,68.3,15729.0,T001
2025-01-05,13,Day,24.0,65.6,1026.4,62.2,10875.0,T001
2025-01-05,14,Day,23.3,66.0,1013.7,65.3,10657.0,T001
2025-01-05,15,Day,23.2,64.0,1108.9,79.3,11679.0,T001
2025-01-05,16,Day,22.8,62.8,1081.0,79.7,17523.0,T001
2025-01-05,17,Day,25.5,60.6,1087.9,76.5,13707.0,T001
2025-01-05,18,Night,16.5,73.6,862.3,69.9,286.0,T001
2025-01-05,19,Night,19.5,70.5,995.5,76.4,227.0,T001
2025-01-05,20,Night,19.1,66.5,845.9,69.9,186.0,T001
2025-01-05,21,Night,18.7,73.0,881.5,73.1,60.0,T001
2025-01-05,22,Night,18.0,69.8,952.7,60.3,491.0,T001
2025-01-05,23,Night,19.2,66.5,871.8,76.0,282.0,T001
2025-01-06,0,Night,16.8,66.0,932.2,70.2,43.0,T001
2025-01-06,1,Night,18.7,73.2,824.8,76.7,412.0,T001
2025-01-06,2,Night,17.4,68.2,893.2,78.1,79.0,T001
2025-01-06,3,Night,17.4,67.4,988.6,79.4,407.0,T001
2025-01-06,4,Night,17.9,72.2,995.5,60.6,426.0,T001
2025-01-06,5,Night,19.6,66.3,846.2,60.2,429.0,T001
2025-01-06,6,Day,25.6,65.9,1055.7,73.6,19011.0,T001
2025-01-06,7,Day,22.4,63.8,1137.7,73.8,10201.0,T001
2025-01-06,8,Day,23.8,66.2,1019.8,66.6,18709.0,T001
2025-01-06,9,Day,22.4,66.0,1036.1,66.6,13515.0,T001
2025-01-06,10,Day,22.2,64.9,1050.2,68.1,16615.0,T001
2025-01-06,11,Day,24.2,64.1,1014.9,67.8,15501.0,T001
2025-01-06,12,Day,25.7,69.7,1081.6,64.7,19714.0,T001
2025-01-06,13,Day,24.2,67.9,1123.3,61.7,11156.0,T001
2025-01-06,14,Day,24.9,66.6,1077.4,69.9,11253.0,T001
2025-01-06,15,Day,22.6,66.9,1038.1,71.6,13795.0,T001
2025-01-06,16,Day,25.2,68.4,1085.5,71.5,11894.0,T001
2025-01-06,17,Day,23.2,65.0,1171.2,62.3,13618.0,T001
2025-01-06,18,Night,19.9,73.0,919.5,73.2,103.0,T001
2025-01-06,19,Night,17.5,71.4,845.0,68.8,60.0,T001
2025-01-06,20,Night,18.8,68.3,953.4,63.1,395.0,T001
2025-01-06,21,Night,19.1,70.3,807.7,77.5,356.0,T001
2025-01-06,22,Night,17.2,67.3,882.8,63.4,63.0,T001
2025-01-06,23,Night,19.0,73.2,952.0,76.8,410.0,T001
2025-01-07,0,Night,16.5,65.9,928.5,76.7,165.0,T001
2025-01-07,1,Night,16.4,73.2,996.6,76.2,482.0,T001
2025-01-07,2,Night,19.2,74.0,841.3,77.7,356.0,T001
2025-01-07,3,Night,16.6,74.7,902.7,71.3,126.0,T001
2025-01-07,4,Night,17.3,68.6,973.9,61.7,64.0,T001
2025-01-07,5,Night,18.5,74.3,935.1,69.5,223.0,T001
2025-01-07,6,Day,23.1,64.9,1131.1,66.7,13220.0,T001
2025-01-07,7,Day,26.0,61.8,1077.7,61.9,12502.0,T001
2025-01-07,8,Day,25.2,63.8,1096.6,79.3,19008.0,T001
2025-01-07,9,Day,23.3,63.3,1064.9,79.7,16663.0,T001
2025-01-07,10,Day,23.5,66.8,1009.1,70.4,18761.0,T001
2025-01-07,11,Day,25.9,68.5,1077.7,78.9,14757.0,T001
2025-01-07,12,Day,25.1,67.1,1143.2,66.2,12516.0,T001
2025-01-07,13,Day,25.2,68.5,1155.6,66.8,14712.0,T001
2025-01-07,14,Day,24.0,67.2,1058.6,75.9,18076.0,T001
2025-01-07,15,Day,24.4,65.8,1065.7,71.2,15673.0,T001
2025-01-07,16,Day,22.0,65.7,1125.7,71.0,18084.0,T001
2025-01-07,17,Day,25.7,61.4,1087.5,76.6,15754.0,T001
2025-01-07,18,Night,17.1,74.4,818.0,78.3,487.0,T001
2025-01-07,19,Night,17.0,68.8,988.1,64.4,70.0,T001
2025-01-07,20,Night,17.8,72.9,872.9,70.5,101.0,T001
2025-01-07,21,Night,16.4,65.3,801.6,72.0,386.0,T001
2025-01-07,22,Night,16.1,72.0,836.1,78.6,289.0,T001
2025-01-07,23,Night,18.8,74.8,970.1,77.7,60.0,T001
2025-01-08,0,Night,18.4,71.3,961.7,65.8,50.0,T001
2025-01-08,1,Night,16.9,72.1,824.0,64.6,368.0,T001
2025-01-08,2,Night,18.3,74.3,995.3,70.8,350.0,T001
2025-01-08,3,Night,16.2,67.1,873.7,73.4,317.0,T001
2025-01-08,4,Night,18.4,68.6,944.6,63.5,435.0,T001
2025-01-08,5,Night,19.6,72.3,955.0,67.0,137.0,T001
2025-01-08,6,Day,23.0,61.8,1128.7,66.5,12833.0,T001
2025-01-08,7,Day,24.1,61.3,1062.4,76.6,18872.0,T001
2025-01-08,8,Day,24.2,66.1,1185.9,67.4,12585.0,T001
2025-01-08,9,Day,22.5,64.1,1108.3,62.7,16036.0,T001
2025-01-08,10,Day,25.1,67.4,1013.6,64.3,15181.0,T001
2025-01-08,11,Day,22.4,66.8,1144.4,70.8,12988.0,T001
2025-01-08,12,Day,24.6,64.2,1072.6,68.3,13045.0,T001
2025-01-08,13,Day,25.8,69.3,1048.4,62.2,10926.0,T001
2025-01-08,14,Day,23.2,62.0,1150.4,79.3,13799.0,T001
2025-01-08,15,Day,25.4,61.2,1044.0,69.7,11808.0,T001
2025-01-08,16,Day,24.4,60.5,1031.5,73.2,16204.0,T001
2025-01-08,17,Day,24.8,63.3,1091.5,61.1,13122.0,T001
2025-01-08,18,Night,17.6,66.2,905.8,67.8,348.0,T001
2025-01-08,19,Night,18.7,71.6,816.1,78.2,24.0,T001
2025-01-08,20,Night,17.0,71.4,969.7,74.1,122.0,T001
2025-01-08,21,Night,17.3,71.4,975.0,76.3,412.0,T001
2025-01-08,22,Night,18.9,67.2,849.8,76.7,281.0,T001
2025-01-08,23,Night,16.4,70.2,964.5,74.2,106.0,T001
2025-01-09,0,Night,19.7,65.0,965.6,62.0,469.0,T001
2025-01-09,1,Night,16.5,67.9,935.1,68.1,174.0,T001
2025-01-09,2,Night,18.0,72.5,956.9,68.0,170.0,T001
2025-01-09,3,Night,17.3,66.3,918.2,63.3,407.0,T001
2025-01-09,4,Night,16.5,70.5,848.2,74.8,241.0,T001
2025-01-09,5,Night,18.0,69.3,887.1,67.9,406.0,T001
2025-01-09,6,Day,24.5,60.8,1132.5,67.1,16172.0,T001
2025-01-09,7,Day,24.2,66.8,1128.2,60.9,19218.0,T001
2025-01-09,8,Day,23.6,63.9,1141.7,76.6,12635.0,T001
2025-01-09,9,Day,23.4,63.9,1172.6,71.0,16119.0,T001
2025-01-09,10,Day,25.1,63.6,1113.6,61.3,12314.0,T001
2025-01-09,11,Day,22.0,69.3,1075.0,61.9,19830.0,T001
2025-01-09,12,Day,22.1,66.1,1057.4,60.7,17567.0,T001
2025-01-09,13,Day,25.3,62.5,1021.9,66.6,11901.0,T001
2025-01-09,14,Day,24.0,68.0,1147.8,74.7,18067.0,T001
2025-01-09,15,Day,25.2,63.6,1186.0,65.3,16058.0,T001
2025-01-09,16,Day,25.4,62.5,1054.3,64.1,14754.0,T001
2025-01-09,17,Day,24.6,68.8,1082.7,70.2,10689.0,T001
2025-01-09,18,Night,16.1,71.4,897.6,77.0,461.0,T001
2025-01-09,19,Night,17.7,70.4,802.8,65.1,66.0,T001
2025-01-09,20,Night,17.7,69.8,998.0,69.3,278.0,T001
2025-01-09,21,Night,19.6,70.9,968.4,68.7,219.0,T001
2025-01-09,22,Night,19.9,74.4,905.8,72.1,316.0,T001
2025-01-09,23,Night,19.1,73.8,977.0,74.3,215.0,T001
2025-01-10,0,Night,17.2,73.7,992.0,78.5,62.0,T001
2025-01-10,1,Night,19.1,66.2,851.8,68.6,113.0,T001
2025-01-10,2,Night,16.9,72.2,843.3,66.3,200.0,T001
2025-01-10,3,Night,19.5,67.8,811.6,61.8,35.0,T001
2025-01-10,4,Night,16.6,69.6,988.4,69.1,384.0,T001
2025-01-10,5,Night,19.3,70.4,808.2,60.5,393.0,T001
2025-01-10,6,Day,25.9,65.7,1010.2,71.5,13040.0,T001
2025-01-10,7,Day,25.1,64.3,1050.9,72.0,18022.0,T001
2025-01-10,8,Day,25.6,67.8,1018.5,77.7,17772.0,T001
2025-01-10,9,Day,25.7,65.5,1169.0,72.9,11507.0,T001
2025-01-10,10,Day,24.3,66.7,1070.3,76.5,15771.0,T001
2025-01-10,11,Day,24.4,66.7,1150.1,70.1,15599.0,T001
2025-01-10,12,Day,22.2,60.0,1118.9,79.0,14867.0,T001
2025-01-10,13,Day,23.2,68.1,1162.9,73.1,14872.0,T001
2025-01-10,14,Day,22.5,63.0,1177.5,80.0,17043.0,T001
2025-01-10,15,Day,23.1,62.3,1057.7,77.4,13049.0,T001
2025-01-10,16,Day,22.6,64.4,1188.0,76.6,12177.0,T001
2025-01-10,17,Day,23.0,61.3,1022.4,60.3,19627.0,T001
2025-01-10,18,Night,19.3,73.1,842.3,74.9,305.0,T001
2025-01-10,19,Night,16.6,65.9,823.5,72.5,401.0,T001
2025-01-10,20,Night,18.5,74.8,821.7,65.5,232.0,T001
2025-01-10,21,Night,17.7,72.3,880.8,78.7,112.0,T001
2025-01-10,22,Night,16.5,66.6,906.7,77.0,309.0,T001
2025-01-10,23,Night,19.8,71.0,818.6,61.2,358.0,T001
2025-01-11,0,Night,19.0,69.8,838.9,61.7,80.0,T001
2025-01-11,1,Night,18.9,67.4,839.4,62.0,48.0,T001
2025-01-11,2,Night,19.8,68.5,821.8,71.8,470.0,T001
2025-01-11,3,Night,19.7,68.5,907.4,74.7,146.0,T001
2025-01-11,4,Night,18.1,69.7,886.8,62.7,200.0,T001
2025-01-11,5,Night,16.8,69.1,933.6,67.8,279.0,T001
2025-01-11,6,Day,24.3,68.6,1101.9,70.6,12702.0,T001
2025-01-11,7,Day,25.5,61.2,1116.2,78.1,12193.0,T001
2025-01-11,8,Day,25.2,62.8,1086.1,74.4,19280.0,T001
2025-01-11,9,Day,22.8,60.6,1128.9,71.7,17522.0,T001
2025-01-11,10,Day,24.9,61.2,1094.1,64.9,12816.0,T001
2025-01-11,11,Day,22.8,65.6,1130.0,72.1,18724.0,T001
2025-01-11,12,Day,23.6,64.9,1165.7,68.5,11286.0,T001
2025-01-11,13,Day,23.4,66.1,1110.1,73.1,14639.0,T001
2025-01-11,14,Day,24.0,68.0,1147.2,76.2,13941.0,T001
2025-01-11,15,Day,23.5,65.5,1148.6,73.0,19676.0,T001
2025-01-11,16,Day,22.3,68.3,1091.7,72.2,18172.0,T001
2025-01-11,17,Day,25.4,67.3,1175.9,61.4,18461.0,T001
2025-01-11,18,Night,19.7,69.4,985.4,72.8,70.0,T001
2025-01-11,19,Night,16.5,71.7,954.8,73.6,312.0,T001
2025-01-11,20,Night,19.4,70.0,810.5,76.5,132.0,T001
2025-01-11,21,Night,18.5,70.3,962.6,78.8,390.0,T001
2025-01-11,22,Night,19.1,69.6,976.5,68.8,85.0,T001
2025-01-11,23,Night,17.8,68.5,940.6,79.5,439.0,T001
2025-01-12,0,Night,19.1,66.2,938.8,78.3,2.0,T001
2025-01-12,1,Night,17.1,72.7,934.7,71.4,117.0,T001
2025-01-12,2,Night,17.5,74.7,985.0,77.9,194.0,T001
2025-01-12,3,Night,17.1,70.8,873.8,68.5,154.0,T001
2025-01-12,4,Night,16.4,70.9,900.3,67.9,478.0,T001
2025-01-12,5,Night,19.8,74.6,894.2,63.8,148.0,T001
2025-01-12,6,Day,23.8,68.9,1056.4,77.4,18506.0,T001
2025-01-12,7,Day,22.1,64.0,1178.9,71.2,10107.0,T001
2025-01-12,8,Day,24.0,67.4,1038.4,68.9,10723.0,T001
2025-01-12,9,Day,23.2,67.8,1132.4,68.9,10195.0,T001
2025-01-12,10,Day,25.2,64.3,1142.1,71.3,12826.0,T001
2025-01-12,11,Day,24.6,63.3,1153.0,66.7,17098.0,T001
2025-01-12,12,Day,23.4,63.8,1164.2,67.0,14371.0,T001
2025-01-12,13,Day,25.7,63.9,1147.9,71.3,14564.0,T001
2025-01-12,14,Day,25.9,68.0,1104.7,72.6,17799.0,T001
2025-01-12,15,Day,25.1,67.9,1002.7,66.8,13009.0,T001
2025-01-12,16,Day,24.5,61.1,1199.3,60.4,11322.0,T001
2025-01-12,17,Day,24.7,65.4,1175.8,62.7,13824.0,T001
2025-01-12,18,Night,16.8,67.0,924.9,69.3,261.0,T001
2025-01-12,19,Night,17.2,75.0,931.5,67.9,320.0,T001
2025-01-12,20,Night,18.8,73.7,830.8,61.9,292.0,T001
2025-01-12,21,Night,16.1,69.2,826.5,65.4,88.0,T001
2025-01-12,22,Night,18.8,69.6,987.9,66.6,31.0,T001
2025-01-12,23,Night,18.2,69.1,807.0,74.5,301.0,T001
2025-01-13,0,Night,16.2,69.0,964.5,73.2,405.0,T001
2025-01-13,1,Night,19.0,68.2,857.4,67.8,115.0,T001
2025-01-13,2,Night,19.7,74.1,984.2,79.0,88.0,T001
2025-01-13,3,Night,16.9,65.3,953.7,66.7,383.0,T001
2025-01-13,4,Night,18.8,74.3,833.0,64.1,411.0,T001
2025-01-13,5,Night,16.2,74.7,986.9,79.4,434.0,T001
2025-01-13,6,Day,24.7,68.8,1012.3,68.9,12954.0,T001
2025-01-13,7,Day,24.3,66.0,1181.1,65.3,19217.0,T001
2025-01-13,8,Day,24.8,69.0,1070.1,69.5,14736.0,T001
2025-01-13,9,Day,25.5,69.3,1159.3,68.5,12460.0,T001
2025-01-13,10,Day,23.6,60.3,1094.3,71.9,19218.0,T001
2025-01-13,11,Day,25.3,65.6,1186.2,73.1,17881.0,T001
2025-01-13,12,Day,22.2,66.3,1082.7,73.9,11350.0,T001
2025-01-13,13,Day,25.4,69.2,1137.8,79.7,12258.0,T001
2025-01-13,14,Day,25.2,61.8,1148.4,72.1,11549.0,T001
2025-01-13,15,Day,22.5,63.9,1192.0,68.1,11852.0,T001
2025-01-13,16,Day,25.5,66.6,1033.0,69.0,11510.0,T001
2025-01-13,17,Day,24.8,64.0,1026.9,70.5,10043.0,T001
2025-01-13,18,Night,16.3,73.8,835.5,61.0,140.0,T001
2025-01-13,19,Night,17.8,75.0,916.8,61.6,288.0,T001
2025-01-13,20,Night,18.4,70.4,952.3,61.8,149.0,T001
2025-01-13,21,Night,18.0,69.9,928.6,77.2,40.0,T001
2025-01-13,22,Night,16.2,73.7,916.0,75.5,303.0,T001
2025-01-13,23,Night,18.6,73.8,876.2,64.5,135.0,T001
2025-01-14,0,Night,16.5,65.1,852.4,79.0,94.0,T001
2025-01-14,1,Night,18.4,71.6,925.6,65.6,73.0,T001
2025-01-14,2,Night,17.4,70.1,890.6,77.3,173.0,T001
2025-01-14,3,Night,17.5,70.6,851.9,76.6,337.0,T001
2025-01-14,4,Night,17.6,74.2,864.6,69.3,469.0,T001
2025-01-14,5,Night,16.8,70.8,807.8,68.5,230.0,T001
2025-01-14,6,Day,22.8,68.6,1155.5,61.3,18022.0,T001
2025-01-14,7,Day,24.8,62.5,1185.5,73.2,11854.0,T001
2025-01-14,8,Day,23.1,68.5,1075.9,66.6,19248.0,T001
2025-01-14,9,Day,22.8,60.9,1114.0,64.4,16066.0,T001
2025-01-14,10,Day,25.5,63.8,1090.2,75.2,15508.0,T001
2025-01-14,11,Day,24.4,63.4,1039.0,71.8,10910.0,T001
2025-01-14,12,Day,25.0,69.6,1157.2,75.2,14632.0,T001
2025-01-14,13,Day,25.5,62.1,1114.6,62.5,15954.0,T001
2025-01-14,14,Day,25.8,66.1,1181.1,75.1,19356.0,T001
2025-01-14,15,Day,24.3,66.1,1086.0,77.7,14396.0,T001
2025-01-14,16,Day,24.1,67.2,1053.8,64.3,19434.0,T001
2025-01-14,17,Day,22.5,64.1,1158.9,65.4,15241.0,T001
2025-01-14,18,Night,17.8,66.3,950.7,73.5,68.0,T001
2025-01-14,19,Night,16.5,69.8,946.0,61.5,197.0,T001
2025-01-14,20,Night,18.3,68.5,974.0,74.7,320.0,T001
2025-01-14,21,Night,18.7,66.2,878.6,77.3,186.0,T001
2025-01-14,22,Night,17.1,72.3,956.7,72.2,138.0,T001
2025-01-14,23,Night,17.6,73.3,840.7,76.8,245.0,T001
2025-01-15,0,Night,19.9,68.1,909.5,76.1,368.0,T001
2025-01-15,1,Night,16.6,72.8,875.1,70.5,216.0,T001
2025-01-15,2,Night,17.5,73.8,864.9,71.2,295.0,T001
2025-01-15,3,Night,18.0,72.5,822.4,65.2,340.0,T001
2025-01-15,4,Night,19.9,65.6,867.0,78.0,239.0,T001
2025-01-15,5,Night,19.2,73.9,902.0,71.4,474.0,T001
2025-01-15,6,Day,24.5,65.4,1190.8,72.7,12345.0,T001
2025-01-15,7,Day,24.1,62.1,1133.2,75.8,18480.0,T001
2025-01-15,8,Day,23.0,69.8,1059.2,70.1,16383.0,T001
2025-01-15,9,Day,22.6,65.9,1102.0,60.2,10445.0,T001
2025-01-15,10,Day,26.0,66.6,1076.5,79.9,15346.0,T001
2025-01-15,11,Day,22.3,63.5,1018.0,65.2,13382.0,T001
2025-01-15,12,Day,24.1,62.0,1051.8,63.9,16110.0,T001
2025-01-15,13,Day,23.4,60.1,1002.7,63.2,16427.0,T001
2025-01-15,14,Day,23.5,64.3,1044.0,75.6,16852.0,T001
2025-01-15,15,Day,22.5,65.8,1127.6,79.1,12121.0,T001
2025-01-15,16,Day,22.8,66.5,1110.0,68.6,17850.0,T001
2025-01-15,17,Day,24.3,68.0,1002.1,61.4,11723.0,T001
2025-01-15,18,Night,19.6,70.2,886.8,61.0,53.0,T001
2025-01-15,19,Night,19.0,74.7,935.5,61.1,82.0,T001
2025-01-15,20,Night,17.1,66.8,874.1,67.8,118.0,T001
2025-01-15,21,Night,18.7,74.0,959.1,69.5,348.0,T001
2025-01-15,22,Night,19.6,74.1,845.9,74.0,80.0,T001
2025-01-15,23,Night,17.9,66.8,909.1,72.1,341.0,T001
2025-01-16,0,Night,17.4,72.9,817.2,71.5,216.0,T001
2025-01-16,1,Night,18.4,73.6,998.7,76.2,489.0,T001
2025-01-16,2,Night,18.9,71.7,927.1,71.2,53.0,T001
2025-01-16,3,Night,19.9,71.5,834.7,78.9,70.0,T001
2025-01-16,4,Night,18.8,70.4,865.5,65.4,450.0,T001
2025-01-16,5,Night,18.9,73.9,842.9,79.4,103.0,T001
2025-01-16,6,Day,22.1,62.2,1109.7,63.2,12065.0,T001
2025-01-16,7,Day,25.1,67.1,1135.6,66.7,13832.0,T001
2025-01-16,8,Day,22.5,68.7,1111.2,66.8,10820.0,T001
2025-01-16,9,Day,24.3,64.9,1024.5,69.2,19832.0,T001
2025-01-16,10,Day,23.7,61.1,1010.2,78.1,13807.0,T001
2025-01-16,11,Day,24.1,61.3,1164.2,67.3,15074.0,T001
2025-01-16,12,Day,25.4,60.8,1189.2,65.0,13280.0,T001
2025-01-16,13,Day,22.4,65.5,1064.2,67.0,16182.0,T001
2025-01-16,14,Day,23.7,64.4,1196.6,78.1,10743.0,T001
2025-01-16,15,Day,25.9,63.9,1102.0,62.6,15696.0,T001
2025-01-16,16,Day,22.4,65.5,1163.5,67.5,11131.0,T001
2025-01-16,17,Day,22.9,65.9,1146.7,73.4,14998.0,T001
2025-01-16,18,Night,19.9,73.9,970.3,68.4,486.0,T001
2025-01-16,19,Night,17.8,73.6,875.9,73.1,130.0,T001
2025-01-16,20,Night,17.0,71.1,935.6,76.0,121.0,T001
2025-01-16,21,Night,19.8,66.8,968.9,61.1,354.0,T001
2025-01-16,22,Night,18.9,66.6,822.5,75.3,29.0,T001
2025-01-16,23,Night,18.4,73.0,909.2,69.3,381.0,T001
2025-01-17,0,Night,17.8,73.8,957.5,75.9,475.0,T001
